job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings,total_skills,experience_category
475,Data Scientist,Medium,Finance,Germany,Hybrid,Entry,0,Bachelor,0,1,1,1,1,87708,2,2026,High,5,4,Entry
476,Business Analyst,MNC,Healthcare,Canada,Remote,Mid,3,Master,0,0,1,0,0,105156,4,2021,Low,1,1,Entry
477,Data Analyst,MNC,Retail,Germany,Remote,Entry,10,PhD,0,1,0,0,0,74369,10,2025,Medium,4,1,Senior
478,AI Engineer,Startup,Healthcare,Canada,Onsite,Mid,9,Bachelor,0,0,1,0,1,138767,3,2022,Medium,1,2,Senior
479,Data Scientist,Enterprise,Healthcare,UK,Remote,Mid,13,PhD,1,1,1,1,0,109344,1,2020,High,6,4,Senior
480,Machine Learning Engineer,Medium,Healthcare,Canada,Onsite,Mid,8,PhD,1,0,1,1,1,157328,10,2020,High,7,4,Senior
481,Business Analyst,MNC,Retail,Germany,Remote,Mid,1,PhD,1,1,1,0,1,118661,8,2025,Low,1,4,Entry
482,Machine Learning Engineer,MNC,Healthcare,Canada,Hybrid,Mid,6,Bachelor,0,0,0,0,1,141299,11,2025,Low,2,1,Mid
483,Data Analyst,Enterprise,Technology,India,Hybrid,Senior,11,Master,0,1,1,0,1,120277,2,2023,Medium,4,3,Senior
484,AI Engineer,Enterprise,Education,Australia,Remote,Senior,2,PhD,1,1,0,0,0,135815,7,2022,Low,5,2,Entry
485,Business Analyst,Enterprise,Retail,India,Remote,Senior,4,Bachelor,0,0,0,0,1,109500,8,2024,Low,1,1,Mid
486,Data Scientist,Enterprise,Education,India,Remote,Senior,13,PhD,0,1,1,1,1,138309,2,2020,High,7,4,Senior
487,Machine Learning Engineer,Medium,Finance,USA,Onsite,Mid,2,PhD,0,1,0,1,1,140204,6,2020,Low,2,3,Entry
488,AI Engineer,Medium,E-commerce,UK,Hybrid,Entry,1,Master,1,1,0,0,0,91795,9,2021,High,9,2,Entry
489,Machine Learning Engineer,Enterprise,Technology,Canada,Hybrid,Entry,9,Bachelor,1,0,1,1,1,132124,6,2024,High,2,4,Senior
490,AI Engineer,Medium,Education,Singapore,Onsite,Senior,0,Bachelor,1,1,1,1,0,167603,10,2026,High,6,4,Entry
491,Data Engineer,Medium,Education,USA,Onsite,Mid,7,Master,0,1,1,1,0,100069,5,2020,High,8,3,Mid
492,Data Engineer,Enterprise,Finance,UK,Hybrid,Entry,10,Master,1,1,0,1,1,74938,7,2021,High,9,4,Senior
493,Data Scientist,MNC,Education,Singapore,Remote,Senior,7,PhD,0,0,1,1,0,147276,2,2023,High,1,2,Mid
494,Data Analyst,Enterprise,Healthcare,Canada,Hybrid,Mid,13,Master,1,1,0,1,1,103534,4,2020,Medium,5,4,Senior
495,Data Analyst,Medium,Healthcare,India,Remote,Senior,7,Bachelor,0,1,1,0,1,124957,3,2021,Low,5,3,Mid
496,Data Analyst,Medium,Finance,Germany,Hybrid,Entry,7,Bachelor,1,0,1,0,1,79554,3,2021,Low,6,3,Mid
497,Data Analyst,Medium,Healthcare,Singapore,Hybrid,Senior,12,Master,0,1,1,1,0,131022,10,2021,High,5,3,Senior
498,AI Engineer,MNC,Education,Germany,Remote,Senior,12,Bachelor,0,0,1,1,0,190812,2,2026,High,9,2,Senior
499,Machine Learning Engineer,MNC,Technology,UK,Onsite,Senior,5,Bachelor,0,1,0,1,1,183734,5,2024,Low,5,3,Mid
500,Business Analyst,Startup,Retail,Singapore,Remote,Senior,13,PhD,0,0,1,1,1,143075,10,2024,High,5,3,Senior
501,Data Scientist,MNC,Finance,Germany,Remote,Mid,11,Master,1,0,0,1,1,116868,7,2021,Medium,2,3,Senior
502,Business Analyst,MNC,Healthcare,Australia,Onsite,Mid,3,Master,0,0,0,1,0,108172,3,2021,High,8,1,Entry
503,Data Analyst,Startup,Education,Singapore,Remote,Entry,5,PhD,0,1,1,1,1,93167,4,2020,High,2,4,Mid
504,AI Engineer,Medium,Technology,Canada,Onsite,Entry,4,Bachelor,1,0,0,1,0,108417,9,2025,High,9,2,Mid
505,AI Engineer,Startup,Finance,Singapore,Remote,Mid,11,PhD,1,1,1,1,0,142793,1,2026,High,2,4,Senior
506,Machine Learning Engineer,Startup,Retail,UK,Onsite,Mid,5,Master,0,1,0,1,1,136173,4,2020,High,7,3,Mid
507,Data Analyst,Startup,Technology,Singapore,Onsite,Mid,7,Bachelor,1,0,1,0,0,87607,3,2022,High,8,2,Mid
508,Machine Learning Engineer,Enterprise,Finance,Germany,Hybrid,Entry,12,PhD,0,0,1,1,1,125706,6,2020,High,4,3,Senior
509,Data Engineer,Medium,Finance,India,Onsite,Entry,4,PhD,1,1,0,1,0,63317,5,2023,High,7,3,Mid
510,AI Engineer,MNC,E-commerce,Canada,Onsite,Entry,4,Master,0,0,1,0,1,130867,4,2023,Low,4,2,Mid
511,Data Analyst,Startup,Technology,Singapore,Remote,Entry,1,PhD,1,0,0,1,1,70452,10,2021,High,9,3,Entry
512,Machine Learning Engineer,Medium,Retail,Germany,Onsite,Entry,11,Bachelor,0,0,1,0,1,114144,9,2020,Medium,5,2,Senior
513,Business Analyst,Medium,Finance,Australia,Onsite,Entry,10,Master,0,0,1,1,0,81752,11,2020,High,8,2,Senior
514,AI Engineer,Medium,Technology,India,Onsite,Mid,0,Bachelor,0,1,0,0,1,129174,4,2023,High,8,2,Entry
515,Data Engineer,Medium,Finance,Germany,Remote,Entry,14,Master,1,0,0,0,1,64408,3,2021,Medium,1,2,Senior
516,Business Analyst,Enterprise,Finance,UK,Remote,Senior,5,Bachelor,0,0,1,1,1,139052,8,2026,High,2,3,Mid
517,Data Engineer,Enterprise,E-commerce,Canada,Remote,Senior,0,Bachelor,0,1,0,0,1,113894,10,2021,High,7,2,Entry
518,Data Analyst,MNC,Finance,USA,Onsite,Senior,14,Master,1,1,0,0,0,120585,5,2025,High,7,2,Senior
519,Data Analyst,Enterprise,Finance,Singapore,Remote,Mid,4,Bachelor,1,1,1,1,0,102243,3,2025,High,9,4,Mid
520,Business Analyst,Medium,Healthcare,USA,Onsite,Mid,13,Bachelor,1,0,0,0,0,73406,12,2020,Medium,1,1,Senior
521,AI Engineer,MNC,Technology,Canada,Onsite,Mid,2,PhD,0,1,1,0,0,151784,10,2026,Low,1,2,Entry
522,Data Analyst,Enterprise,Education,Singapore,Hybrid,Mid,10,Master,1,1,0,0,0,79799,6,2026,Medium,2,2,Senior
523,Data Engineer,Medium,Technology,India,Hybrid,Senior,8,PhD,0,0,1,1,0,127594,2,2024,High,3,2,Senior
524,Data Engineer,MNC,Education,Germany,Onsite,Entry,10,Master,1,1,0,0,1,78382,4,2026,Medium,4,3,Senior
525,Data Scientist,Startup,Finance,Singapore,Hybrid,Entry,9,Master,1,1,1,0,1,76606,12,2021,Medium,2,4,Senior
526,Data Scientist,MNC,Education,USA,Onsite,Senior,6,PhD,0,0,1,1,1,158250,2,2023,High,6,3,Mid
527,Data Engineer,Medium,Healthcare,Canada,Hybrid,Senior,5,PhD,1,1,0,0,0,104484,8,2021,Low,1,2,Mid
528,AI Engineer,Medium,Finance,Germany,Hybrid,Senior,9,Bachelor,0,0,0,0,0,138557,4,2022,High,8,0,Senior
529,Data Analyst,Enterprise,Technology,USA,Remote,Mid,14,PhD,1,1,0,1,0,94005,11,2025,Medium,4,3,Senior
530,Data Scientist,MNC,Finance,UK,Remote,Entry,8,Master,0,1,1,1,1,114582,11,2026,High,6,4,Senior
531,Data Analyst,Enterprise,Technology,India,Remote,Senior,12,PhD,0,0,0,0,1,110065,1,2020,High,8,1,Senior
532,Data Engineer,MNC,E-commerce,UK,Onsite,Entry,10,Master,1,0,0,1,1,97746,8,2026,Medium,4,3,Senior
533,Data Analyst,Startup,E-commerce,India,Hybrid,Entry,3,PhD,0,1,1,1,0,76574,1,2024,High,7,3,Entry
534,Data Analyst,Medium,E-commerce,Singapore,Onsite,Mid,5,Master,1,1,1,1,0,103932,8,2024,High,1,4,Mid
535,Data Scientist,MNC,Finance,Australia,Hybrid,Senior,6,Bachelor,1,1,1,0,0,139023,10,2026,Low,3,3,Mid
536,Machine Learning Engineer,Enterprise,Technology,India,Onsite,Entry,5,Master,0,1,1,1,1,128535,11,2024,High,9,4,Mid
537,AI Engineer,Startup,E-commerce,Germany,Remote,Senior,9,Master,0,0,1,1,0,168258,6,2024,High,5,2,Senior
538,AI Engineer,Medium,E-commerce,Singapore,Hybrid,Senior,8,PhD,1,0,1,0,1,167206,4,2025,Medium,3,3,Senior
539,Data Analyst,MNC,E-commerce,Germany,Onsite,Entry,9,Master,0,0,0,0,0,68117,2,2022,Medium,6,0,Senior
540,AI Engineer,Enterprise,Healthcare,UK,Remote,Senior,2,PhD,0,1,0,0,0,143787,3,2026,Low,6,1,Entry
541,Data Analyst,Medium,Healthcare,Australia,Remote,Mid,8,Bachelor,1,1,1,1,0,100501,5,2020,High,2,4,Senior
542,Data Engineer,MNC,Finance,UK,Hybrid,Entry,9,Master,0,0,0,1,1,94366,11,2020,High,8,2,Senior
543,Business Analyst,Enterprise,Technology,Singapore,Onsite,Entry,10,PhD,0,1,1,0,1,75336,11,2020,Medium,6,3,Senior
544,Business Analyst,Enterprise,Education,Canada,Onsite,Mid,4,PhD,1,1,1,1,1,110604,9,2026,High,2,5,Mid
545,Data Engineer,Medium,Healthcare,Canada,Hybrid,Entry,4,Master,1,0,0,0,1,59507,6,2026,Low,6,2,Mid
546,Data Engineer,Startup,Finance,USA,Remote,Entry,10,PhD,1,0,1,0,0,66058,12,2023,Medium,1,2,Senior
547,Business Analyst,Startup,Healthcare,Singapore,Hybrid,Entry,9,PhD,1,1,0,0,0,51985,10,2023,Medium,1,2,Senior
548,Data Scientist,Medium,E-commerce,UK,Hybrid,Entry,5,Master,0,1,1,1,1,94217,12,2025,High,7,4,Mid
549,Business Analyst,MNC,Technology,USA,Remote,Entry,0,PhD,0,1,0,1,0,84141,7,2022,Low,3,2,Entry
550,Data Engineer,MNC,Technology,Canada,Hybrid,Entry,7,Bachelor,0,1,0,1,1,92063,11,2020,Low,4,3,Mid
551,Data Analyst,Medium,Finance,India,Onsite,Entry,9,PhD,0,1,0,0,0,54697,7,2020,Medium,2,1,Senior
552,Machine Learning Engineer,Medium,Retail,Singapore,Onsite,Senior,9,Bachelor,0,0,1,0,1,166014,7,2023,High,9,2,Senior
553,AI Engineer,Medium,E-commerce,Germany,Remote,Entry,13,PhD,1,1,0,0,0,86600,5,2022,Medium,3,2,Senior
554,Data Engineer,MNC,Retail,Canada,Remote,Entry,1,Bachelor,1,1,0,1,1,91044,4,2023,Low,2,4,Entry
555,Business Analyst,Medium,Healthcare,Canada,Remote,Senior,8,PhD,0,1,0,0,1,109271,11,2020,Medium,4,2,Senior
556,Data Analyst,Medium,Healthcare,Singapore,Onsite,Mid,8,PhD,0,0,0,1,1,99235,7,2025,Medium,4,2,Senior
557,AI Engineer,Enterprise,E-commerce,USA,Hybrid,Mid,10,Master,0,0,0,1,0,129067,4,2021,Medium,1,1,Senior
558,Data Scientist,Medium,Finance,Canada,Remote,Mid,8,Master,0,1,1,1,0,105560,1,2023,High,4,3,Senior
559,Data Analyst,Medium,Retail,UK,Hybrid,Mid,5,Master,0,1,1,1,0,106713,9,2020,High,4,3,Mid
560,Data Engineer,Startup,Technology,Singapore,Hybrid,Entry,7,Bachelor,1,1,1,0,1,79118,9,2021,Low,5,4,Mid
561,Data Scientist,Medium,Retail,Australia,Hybrid,Entry,9,PhD,0,0,1,0,1,74675,9,2022,Medium,2,2,Senior
562,Business Analyst,Enterprise,Technology,UK,Onsite,Senior,1,Bachelor,0,1,0,1,1,125073,5,2021,Low,2,3,Entry
563,Machine Learning Engineer,MNC,Healthcare,UK,Onsite,Entry,4,Master,1,0,0,1,1,133906,3,2021,High,7,3,Mid
564,Data Scientist,Medium,E-commerce,Australia,Onsite,Mid,9,Bachelor,1,0,1,1,0,107129,2,2024,High,7,3,Senior
565,AI Engineer,MNC,Technology,Australia,Hybrid,Entry,13,PhD,1,0,0,0,1,124825,9,2026,High,8,2,Senior
566,Data Scientist,Enterprise,Technology,USA,Onsite,Entry,14,PhD,1,1,0,0,0,53159,10,2022,High,8,2,Senior
567,Data Engineer,Enterprise,Healthcare,India,Remote,Senior,0,Bachelor,0,0,0,0,0,98935,12,2024,High,7,0,Entry
568,Machine Learning Engineer,MNC,E-commerce,Canada,Remote,Mid,5,Bachelor,0,0,1,0,0,150984,11,2021,High,7,1,Mid
569,Machine Learning Engineer,Startup,Education,India,Remote,Senior,9,Bachelor,1,0,0,1,1,166789,2,2025,Medium,1,3,Senior
570,Machine Learning Engineer,MNC,Healthcare,UK,Remote,Mid,6,Bachelor,1,0,1,1,1,174869,10,2026,High,6,4,Mid
571,AI Engineer,Enterprise,Education,Australia,Onsite,Senior,7,PhD,1,0,0,0,0,138766,11,2020,Low,5,1,Mid
572,AI Engineer,Medium,Finance,Canada,Hybrid,Senior,1,Master,0,1,0,0,1,152610,6,2026,High,8,2,Entry
573,Data Scientist,Enterprise,Retail,India,Onsite,Entry,2,Bachelor,0,0,1,1,0,78675,2,2023,High,1,2,Entry
574,Business Analyst,Startup,Healthcare,Canada,Remote,Senior,3,Master,0,0,1,1,0,126013,12,2026,High,3,2,Entry
575,Machine Learning Engineer,Startup,Retail,India,Remote,Senior,7,Master,0,1,1,0,0,157961,3,2021,High,8,2,Mid
576,Data Engineer,MNC,Finance,USA,Remote,Senior,9,Master,1,0,1,0,0,131428,11,2021,High,9,2,Senior
577,Data Analyst,Medium,Technology,Germany,Remote,Entry,10,PhD,1,1,1,0,1,75835,2,2025,High,7,4,Senior
578,Data Engineer,Enterprise,Education,Canada,Remote,Entry,4,PhD,0,0,0,1,1,76566,5,2022,Low,1,2,Mid
579,AI Engineer,MNC,Retail,Singapore,Remote,Mid,10,Bachelor,0,1,0,0,0,132739,5,2024,Medium,5,1,Senior
580,AI Engineer,Enterprise,E-commerce,Australia,Hybrid,Entry,8,Master,1,1,1,0,0,100818,5,2024,Medium,3,3,Senior
581,Data Analyst,MNC,Finance,USA,Onsite,Senior,4,Master,1,1,0,0,0,117434,12,2024,Low,6,2,Mid
582,AI Engineer,Enterprise,E-commerce,Australia,Remote,Mid,3,Master,1,0,0,1,0,134133,8,2026,High,9,2,Entry
583,AI Engineer,Startup,Healthcare,Singapore,Hybrid,Entry,1,PhD,0,1,0,0,0,88401,8,2021,Low,6,1,Entry
584,Data Scientist,Medium,Technology,India,Remote,Senior,9,PhD,1,0,0,0,1,106176,5,2020,Medium,1,2,Senior
585,Data Scientist,Enterprise,Finance,India,Hybrid,Entry,2,Master,0,0,1,0,1,79965,1,2026,High,7,2,Entry
586,Machine Learning Engineer,Startup,Finance,Canada,Hybrid,Entry,10,PhD,1,0,1,0,1,117875,10,2021,Medium,4,3,Senior
587,Business Analyst,Enterprise,Retail,India,Remote,Entry,14,Master,0,1,0,1,0,62850,1,2024,High,8,2,Senior
588,Machine Learning Engineer,Enterprise,Technology,USA,Remote,Mid,3,PhD,0,1,0,1,0,131085,7,2020,Low,6,2,Entry
589,Data Scientist,Startup,Education,Canada,Hybrid,Senior,12,PhD,1,0,1,1,1,141957,10,2026,High,7,4,Senior
590,Data Analyst,Enterprise,E-commerce,India,Remote,Mid,7,Master,0,0,1,0,0,93529,2,2024,Low,4,1,Mid
591,Machine Learning Engineer,Startup,Technology,UK,Hybrid,Mid,2,Master,1,0,1,0,0,134190,4,2025,Low,1,2,Entry
592,Data Analyst,MNC,Retail,Canada,Remote,Senior,1,Bachelor,0,1,1,1,1,163405,2,2025,High,4,4,Entry
593,Data Analyst,Medium,Retail,UK,Hybrid,Senior,10,Bachelor,0,1,0,1,1,121737,3,2020,Medium,6,3,Senior
594,Data Analyst,Enterprise,Technology,Germany,Onsite,Entry,13,PhD,1,1,0,0,0,54230,3,2025,Medium,5,2,Senior
595,Business Analyst,MNC,Technology,Germany,Hybrid,Senior,4,Bachelor,1,1,1,1,0,149466,3,2024,High,9,4,Mid
596,Business Analyst,Medium,Healthcare,USA,Onsite,Entry,10,Bachelor,0,1,1,1,1,89491,4,2023,High,3,4,Senior
597,Business Analyst,Medium,Healthcare,Singapore,Onsite,Entry,6,Bachelor,1,1,1,1,1,94631,6,2022,High,1,5,Mid
598,Data Engineer,Enterprise,Healthcare,Canada,Hybrid,Mid,14,PhD,0,1,1,1,0,100555,12,2020,High,2,3,Senior
599,Data Analyst,MNC,Technology,Singapore,Onsite,Entry,10,Master,1,1,0,1,0,87373,2,2023,Medium,2,3,Senior
600,Machine Learning Engineer,Medium,E-commerce,Canada,Onsite,Entry,0,Bachelor,1,1,1,0,0,107460,2,2026,High,9,3,Entry
601,AI Engineer,Enterprise,Education,Singapore,Onsite,Mid,1,Bachelor,1,1,1,1,1,151030,6,2023,High,9,5,Entry
602,Business Analyst,Enterprise,Technology,Singapore,Onsite,Mid,3,Master,0,1,1,0,1,104110,7,2025,Low,3,3,Entry
603,Machine Learning Engineer,Medium,Retail,India,Remote,Senior,8,Master,1,0,1,0,1,163110,7,2026,High,9,3,Senior
604,Data Analyst,MNC,Healthcare,Singapore,Onsite,Senior,11,PhD,0,0,0,1,0,135917,6,2022,Medium,3,1,Senior
605,Business Analyst,Startup,Healthcare,UK,Hybrid,Mid,10,Master,0,1,1,0,0,89808,2,2024,Medium,2,2,Senior
606,Data Scientist,Medium,Healthcare,Germany,Onsite,Entry,11,Master,0,0,1,1,0,75748,3,2022,High,8,2,Senior
607,Data Scientist,Enterprise,Technology,USA,Hybrid,Entry,13,Bachelor,1,0,1,1,0,76777,7,2026,High,8,3,Senior
608,Business Analyst,Medium,Technology,India,Remote,Senior,6,Master,1,1,1,1,1,143998,11,2022,High,8,5,Mid
609,Data Scientist,Medium,Education,Australia,Remote,Senior,14,Master,1,0,0,0,0,104589,9,2020,Medium,4,1,Senior
610,AI Engineer,Startup,E-commerce,Canada,Remote,Mid,4,Bachelor,1,1,1,0,0,134491,9,2026,Low,1,3,Mid
611,Data Engineer,MNC,Healthcare,USA,Remote,Entry,10,PhD,1,1,0,0,0,66469,6,2023,High,9,2,Senior
612,Business Analyst,Medium,Education,Singapore,Remote,Mid,13,Bachelor,1,1,0,0,1,83306,7,2023,Medium,6,3,Senior
613,AI Engineer,MNC,Education,Canada,Onsite,Entry,12,Master,1,0,0,1,0,124326,10,2025,High,7,2,Senior
614,Machine Learning Engineer,MNC,Finance,USA,Hybrid,Entry,6,Bachelor,0,1,0,1,1,136273,2,2023,Low,1,3,Mid
615,AI Engineer,Enterprise,Finance,Germany,Hybrid,Entry,6,Bachelor,1,1,1,1,0,116356,7,2024,High,9,4,Mid
616,Business Analyst,Enterprise,E-commerce,India,Onsite,Mid,12,Bachelor,1,0,0,0,0,76982,6,2022,High,7,1,Senior
617,Data Engineer,Startup,E-commerce,Singapore,Hybrid,Mid,7,Master,0,1,0,0,1,80809,12,2025,Low,1,2,Mid
618,Data Engineer,Enterprise,Technology,India,Remote,Entry,13,PhD,0,1,1,1,0,77423,8,2025,High,3,3,Senior
619,Data Engineer,Startup,E-commerce,USA,Hybrid,Senior,0,PhD,0,0,0,1,1,128593,6,2021,High,9,2,Entry
620,AI Engineer,Enterprise,Technology,UK,Hybrid,Mid,8,Master,1,0,1,1,1,152803,6,2026,High,9,4,Senior
621,Data Analyst,Medium,Finance,Germany,Remote,Mid,3,PhD,0,0,0,1,0,92213,6,2022,Low,6,1,Entry
622,AI Engineer,Enterprise,Education,Singapore,Remote,Mid,10,Master,1,1,0,0,0,111963,2,2021,Medium,6,2,Senior
623,Machine Learning Engineer,Startup,Education,Australia,Onsite,Mid,5,PhD,0,0,0,0,1,129633,1,2023,Low,4,1,Mid
624,AI Engineer,Medium,Finance,UK,Hybrid,Senior,12,Master,1,0,0,1,0,156371,7,2021,Medium,1,2,Senior
625,Data Analyst,Medium,Education,UK,Remote,Mid,1,PhD,1,0,0,1,1,99647,3,2022,Low,6,3,Entry
626,Machine Learning Engineer,Startup,Retail,UK,Onsite,Mid,3,Master,1,0,0,1,0,134964,10,2026,Low,1,2,Entry
627,Data Engineer,Enterprise,Finance,USA,Remote,Entry,8,PhD,0,0,1,0,0,62272,7,2021,High,7,1,Senior
628,Data Analyst,Startup,Technology,UK,Onsite,Entry,6,Bachelor,0,1,0,0,1,64611,2,2026,Low,1,2,Mid
629,Data Analyst,Enterprise,E-commerce,Australia,Remote,Senior,6,Master,0,0,0,1,0,110028,2,2024,Low,4,1,Mid
630,Business Analyst,Startup,Finance,Canada,Onsite,Senior,7,Master,0,0,1,0,1,120572,10,2026,High,8,2,Mid
631,Data Scientist,Enterprise,Retail,Australia,Onsite,Entry,6,PhD,1,0,1,1,1,88896,5,2024,High,1,4,Mid
632,AI Engineer,Medium,Finance,USA,Remote,Senior,2,Bachelor,1,1,1,1,0,171592,5,2023,High,1,4,Entry
633,Data Scientist,MNC,Retail,India,Remote,Mid,10,PhD,0,0,1,0,1,122065,5,2020,Medium,5,2,Senior
634,Data Engineer,Startup,Finance,India,Onsite,Mid,3,Bachelor,1,1,1,0,0,89086,9,2021,Low,6,3,Entry
635,AI Engineer,Startup,Education,Germany,Remote,Entry,13,Master,1,1,1,0,1,115463,3,2020,High,8,4,Senior
636,Data Analyst,Startup,Healthcare,Singapore,Hybrid,Mid,5,Master,1,0,0,0,0,78780,11,2020,Low,5,1,Mid
637,Data Engineer,MNC,Retail,Singapore,Onsite,Senior,13,Bachelor,0,1,0,1,1,142855,1,2024,Medium,1,3,Senior
638,Data Scientist,Enterprise,Technology,UK,Remote,Entry,9,Master,1,0,1,1,1,87934,7,2022,High,8,4,Senior
639,Machine Learning Engineer,Startup,E-commerce,Canada,Hybrid,Entry,1,Master,1,0,1,0,0,102098,8,2025,High,8,2,Entry
640,Business Analyst,Medium,Education,UK,Hybrid,Entry,3,Master,1,1,1,0,1,70550,7,2022,Low,2,4,Entry
641,AI Engineer,MNC,Finance,Canada,Hybrid,Entry,7,Master,1,0,1,0,0,126843,2,2025,High,9,2,Mid
642,Data Analyst,Enterprise,Education,UK,Onsite,Senior,12,PhD,1,1,1,1,0,134777,2,2026,High,9,4,Senior
643,Machine Learning Engineer,Medium,Technology,USA,Hybrid,Mid,9,PhD,0,1,1,1,0,144864,3,2021,High,1,3,Senior
644,Business Analyst,MNC,E-commerce,Singapore,Remote,Senior,3,Master,1,0,1,1,0,150389,4,2024,High,8,3,Entry
645,Data Analyst,MNC,Technology,Singapore,Onsite,Entry,7,Bachelor,1,1,1,1,1,105946,3,2022,High,1,5,Mid
646,Business Analyst,Startup,Finance,India,Hybrid,Senior,11,Master,0,0,0,1,1,124480,8,2024,Medium,3,2,Senior
647,Machine Learning Engineer,Medium,Healthcare,USA,Hybrid,Senior,3,PhD,0,0,1,1,1,181728,4,2024,High,1,3,Entry
648,Data Analyst,MNC,Technology,Canada,Remote,Entry,1,Master,1,1,0,0,0,71382,7,2024,Low,6,2,Entry
649,Data Scientist,Enterprise,E-commerce,Singapore,Onsite,Mid,12,Bachelor,0,1,1,1,1,119148,1,2021,High,8,4,Senior
650,Data Engineer,Enterprise,Technology,Germany,Hybrid,Senior,9,Bachelor,1,1,1,0,1,121996,2,2024,High,9,4,Senior
651,Data Analyst,MNC,Healthcare,USA,Hybrid,Senior,11,Bachelor,0,0,0,0,1,127440,12,2026,Medium,1,1,Senior
652,Data Analyst,Startup,E-commerce,USA,Hybrid,Mid,6,Bachelor,0,1,0,1,0,94377,9,2023,High,9,2,Mid
653,Business Analyst,Startup,Finance,UK,Hybrid,Entry,1,PhD,0,1,0,1,1,75539,5,2026,Low,4,3,Entry
654,Machine Learning Engineer,MNC,E-commerce,Germany,Hybrid,Mid,7,PhD,1,1,0,0,0,135641,10,2026,Low,2,2,Mid
655,Machine Learning Engineer,Startup,E-commerce,USA,Onsite,Entry,6,Master,0,1,1,1,1,127401,7,2024,High,1,4,Mid
656,Machine Learning Engineer,Medium,Technology,USA,Remote,Entry,14,Bachelor,0,1,0,0,1,97956,11,2023,Medium,1,2,Senior
657,Machine Learning Engineer,MNC,Retail,Canada,Onsite,Senior,14,Bachelor,0,1,1,0,0,172756,6,2025,Medium,2,2,Senior
658,Data Scientist,Enterprise,Technology,USA,Hybrid,Entry,3,Bachelor,1,1,1,0,0,69173,7,2023,High,9,3,Entry
659,Machine Learning Engineer,Medium,Retail,India,Hybrid,Mid,1,Master,1,1,1,1,1,159972,8,2021,High,1,5,Entry
660,Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Mid,1,Bachelor,0,0,1,0,0,93490,4,2023,Low,5,1,Entry
661,Business Analyst,Medium,Finance,India,Hybrid,Mid,13,Master,0,1,0,0,1,87612,6,2025,High,7,2,Senior
662,AI Engineer,Medium,Finance,UK,Remote,Senior,5,Bachelor,0,0,0,1,1,161098,7,2021,High,9,2,Mid
663,Data Engineer,Startup,Retail,Singapore,Hybrid,Mid,3,Bachelor,0,0,0,0,1,82191,9,2023,Low,2,1,Entry
664,Business Analyst,Enterprise,Finance,Canada,Onsite,Entry,1,Master,1,0,0,1,1,73167,6,2021,Low,6,3,Entry
665,AI Engineer,Startup,Finance,USA,Remote,Mid,3,PhD,0,1,1,0,0,129491,1,2022,Low,6,2,Entry
666,Machine Learning Engineer,Enterprise,E-commerce,USA,Onsite,Entry,3,Master,0,1,1,0,1,117849,10,2021,High,8,3,Entry
667,Data Engineer,Startup,E-commerce,UK,Onsite,Senior,11,PhD,0,1,0,1,0,112568,5,2023,Medium,3,2,Senior
668,Business Analyst,MNC,Retail,Germany,Onsite,Entry,13,PhD,0,1,1,1,0,95869,12,2022,High,8,3,Senior
669,Business Analyst,MNC,Technology,Germany,Onsite,Entry,8,Bachelor,1,1,0,0,1,83297,7,2023,Medium,6,3,Senior
670,Machine Learning Engineer,Enterprise,Retail,USA,Remote,Entry,11,Master,0,1,1,1,1,133333,4,2026,High,9,4,Senior
671,Data Scientist,Startup,Education,Australia,Remote,Mid,14,PhD,1,1,1,0,1,102923,3,2024,High,8,4,Senior
672,AI Engineer,MNC,Education,UK,Remote,Entry,13,PhD,0,0,0,1,0,125374,12,2025,Medium,2,1,Senior
673,Data Engineer,Medium,Finance,Canada,Hybrid,Senior,14,PhD,1,1,1,1,1,137296,6,2023,High,8,5,Senior
674,Data Analyst,Startup,Education,USA,Hybrid,Entry,1,PhD,1,1,0,1,0,65985,9,2026,High,9,3,Entry
675,Business Analyst,Enterprise,E-commerce,USA,Hybrid,Entry,14,Bachelor,0,1,0,1,1,79937,9,2021,Medium,4,3,Senior
676,Data Analyst,Medium,Finance,Singapore,Onsite,Entry,8,PhD,0,0,0,0,0,49366,3,2026,Medium,3,0,Senior
677,Business Analyst,Enterprise,Technology,Australia,Remote,Senior,9,Bachelor,0,0,1,1,0,127810,5,2020,High,7,2,Senior
678,Business Analyst,MNC,Retail,UK,Remote,Mid,1,Bachelor,0,0,0,0,1,108812,11,2023,High,7,1,Entry
679,Data Engineer,MNC,Finance,Germany,Onsite,Entry,3,Master,1,1,0,0,1,77653,12,2024,Low,2,3,Entry
680,AI Engineer,Startup,Technology,Canada,Remote,Senior,13,Bachelor,1,1,0,0,0,139784,1,2020,Medium,4,2,Senior
681,Data Scientist,Enterprise,E-commerce,Canada,Remote,Senior,6,PhD,0,1,1,1,1,136409,1,2021,High,1,4,Mid
682,Machine Learning Engineer,Startup,Healthcare,Singapore,Hybrid,Entry,6,PhD,0,0,1,1,1,125496,8,2023,High,3,3,Mid
683,AI Engineer,Medium,E-commerce,India,Remote,Entry,0,PhD,0,1,0,0,0,89814,12,2021,Low,4,1,Entry
